,viewed
260111,1
260113,1
260115,1
260118,1
260121,1
260124,1
260127,1
260130,1
260133,1
260136,1
260139,0
260141,1
260143,1
260145,1
260147,1
260150,1
260152,1
260155,1
260157,1
260160,1
260162,1
260165,1
260167,1
260169,1
260171,1
260174,1
260176,1
260178,1
260180,1
260183,1
260185,1
260188,1
260190,0
260192,1
260194,1
260197,1
260199,1
260201,1
260204,1
260207,0
260209,1
260211,1
260214,1
260216,1
260218,1
260220,1
260223,1
260226,1
260228,0
260230,0
260232,1
260235,1
260238,1
260241,1
260244,1
260247,1
260249,1
260251,0
260252,1
260255,1
260257,0
260258,1
260260,1
260262,1
260264,1
260266,1
260268,1
260270,1
260273,1
260276,1
260279,1
260280,1
260282,1
260284,1
260286,0
260287,1
260289,1
260291,1
260293,1
260295,1
260298,1
260301,1
260304,0
260306,1
260308,1
260311,1
260314,1
260317,1
260319,1
260321,1
260323,1
260325,1
260328,1
260330,1
260333,1
260335,1
260338,1
260341,1
260344,0
260345,1
260348,1
260350,1
260353,1
260355,1
260357,1
260359,1
260362,0
260364,1
260367,1
260369,1
260371,1
260374,1
260376,1
260379,1
260382,0
260383,1
260385,1
260388,1
260390,1
260392,1
260395,1
260397,1
260400,0
260402,1
260404,1
260407,1
260410,1
260412,1
260414,1
260417,1
260420,1
260423,1
260426,1
260429,1
260431,1
260434,1
260437,1
260439,1
260441,1
260443,0
260444,1
260446,1
260449,0
260451,1
260453,1
260456,1
260458,1
260460,1
260463,1
260466,1
260469,0
260471,1
260473,1
260476,1
260478,1
260481,1
260483,1
260486,1
260488,1
260490,1
260493,1
260495,1
260497,1
260499,1
260502,0
260503,1
260505,0
260507,1
260510,1
260512,1
260515,1
260517,1
260519,1
260521,1
260524,1
260526,1
260528,1
260530,1
260532,1
260534,1
260537,0
260538,1
260540,0
260542,1
260544,1
260546,1
260548,1
260550,1
260553,1
260555,1
260558,1
260561,1
260564,1
260566,1
260569,1
260571,1
260573,1
260576,1
260579,1
260582,1
260584,1
260586,1
260589,1
260591,1
260593,1
260596,0
260598,1
260600,0
260601,1
260604,1
260607,1
260609,1
260612,1
260615,1
260618,1
260621,1
260624,1
260626,0
260627,1
260629,1
260631,1
260634,1
260637,1
260640,1
260642,1
260644,1
260646,1
260648,1
260650,1
260652,1
260655,1
260657,1
260659,1
260661,1
260663,1
260665,1
260667,1
260669,1
260672,1
260675,1
260678,1
260680,1
260682,1
260684,1
260686,1
260689,1
260692,1
260694,1
260695,1
260697,1
260699,1
260701,0
260703,1
260706,1
260709,1
260711,1
260714,1
260717,1
260720,1
260722,1
260724,1
260727,1
260730,1
260733,1
260735,1
260737,1
260739,1
260741,1
260743,1
260745,1
260747,1
260750,1
260753,1
260755,1
260757,1
260760,1
260762,1
260764,1
260767,1
260769,1
260772,1
260774,1
260776,1
260779,1
260781,1
260783,1
260786,1
260788,1
260790,0
260791,1
260793,1
260796,1
260799,1
260801,0
260802,1
260804,1
260807,1
260810,1
260813,1
260815,1
260817,0
260818,1
260820,1
260822,1
260825,1
260828,0
260829,1
260832,0
260834,0
260835,1
260837,1
260840,1
260843,1
260845,1
260848,1
260850,0
260852,0
260853,1
260856,1
260858,0
260860,1
260862,1
260865,1
260867,1
260869,1
260872,1
260874,1
260877,1
260879,1
260881,1
260884,1
260887,1
260890,1
260893,1
260896,1
260899,1
260901,1
260904,1
260906,1
260909,0
260911,0
260912,1
260914,0
260915,1
260917,1
260920,1
260923,1
260926,1
260929,1
260931,1
260933,1
260936,1
260938,1
260940,0
260942,1
260944,1
260947,1
260949,1
260952,1
260955,1
260957,1
260959,1
260961,1
260963,1
260966,1
260969,1
260972,1
260974,1
260977,1
260979,1
260982,1
260985,1
260988,1
260991,0
260993,1
260995,1
260998,1
261000,1
261002,1
261005,1
261007,1
261009,1
261011,1
261014,1
261017,1
261019,1
261021,1
261023,1
261025,1
261027,1
261030,0
261031,1
261033,1
261035,1
261037,1
261039,1
261041,1
261043,1
261046,1
261048,1
261050,1
261052,1
261054,1
261057,1
261059,0
261060,1
261063,0
261066,1
261069,1
261071,1
261074,1
261077,0
261078,1
261081,1
261084,1
261087,1
261089,1
261091,1
261094,1
261096,1
261098,1
261101,1
261104,1
261106,1
261109,1
261112,1
261114,1
261116,1
261118,1
261120,1
261122,1
261124,1
261126,1
261128,1
261130,1
261133,1
261136,1
261138,1
261141,1
261144,1
261146,1
261149,1
261152,1
261154,1
261157,1
261160,1
261162,1
261164,1
261166,1
261169,1
261172,1
261175,1
261177,1
261180,0
261182,1
261185,1
261188,1
261190,1
261193,1
261195,0
261197,0
261199,0
261201,0
261203,1
261205,1
261207,1
261210,1
261213,1
261215,1
261217,1
261219,1
261222,1
261225,1
261227,1
261230,1
261233,1
261236,0
261238,0
261240,1
261243,1
261245,1
261247,1
261249,1
261252,1
261254,1
261257,1
261259,0
261261,0
261263,1
261266,1
261268,1
261271,1
261273,1
261275,1
261278,1
261280,1
261282,1
261285,0
261287,1
261290,1
261292,1
261294,1
261297,1
261299,1
261301,0
261303,1
261306,1
261308,1
261310,1
261313,1
261315,1
261317,0
261318,0
261320,1
261323,1
261325,1
261328,1
261330,1
261333,1
261335,1
261337,1
261339,1
261342,1
261344,1
261346,1
261348,1
261350,1
261352,1
261354,1
261356,1
261358,1
261360,1
261363,0
261365,1
261367,1
261369,1
261371,1
261373,1
261375,1
261378,1
261381,1
261384,1
261386,1
261388,1
261390,1
261392,1
261394,1
261396,1
261399,1
261401,1
261404,1
261407,1
261410,1
261412,1
261414,1
261417,1
261420,1
261423,1
261425,0
261427,1
261430,1
261433,1
261435,1
261438,0
261439,1
261441,1
261444,1
261447,1
261450,1
261452,1
261454,1
261455,1
261458,1
261460,1
261462,1
261465,1
261467,0
261468,1
261470,1
261472,1
261475,1
261477,1
261479,0
261481,1
261484,1
261487,1
261489,1
261491,1
261494,1
261497,1
261499,1
261502,1
261504,1
261506,1
261508,1
261510,1
261512,1
261514,1
261516,1
261518,1
261520,1
261523,1
261525,1
261527,1
261529,0
261530,1
261533,1
261536,1
261539,1
261541,1
261544,1
261547,1
261549,1
261551,1
261553,1
261556,1
261558,1
261561,1
261564,1
261566,1
261569,0
261570,1
261573,1
261575,1
261578,0
261580,1
261582,1
261584,1
261586,1
261588,1
261591,1
261594,1
261596,1
261598,1
261600,1
261603,1
261606,1
261609,1
261612,1
261614,1
261616,1
261618,1
261621,1
261623,1
261626,1
261628,1
261630,1
261633,1
261635,1
261637,1
261640,1
261643,1
261645,1
261647,1
261649,1
261651,1
261653,1
261656,1
261658,1
261661,1
261664,0
261665,1
261668,1
261670,1
261673,1
261676,1
261679,1
261682,0
261684,1
261686,1
261688,1
261691,0
261693,1
261696,1
261699,1
261701,1
261703,1
261706,1
261708,1
261710,1
261713,1
261716,1
261718,1
261720,1
261723,1
261726,1
261728,1
261730,1
261732,0
261733,1
261736,1
261739,1
261741,1
261744,0
261746,0
261748,1
261751,1
261754,1
261756,1
261758,1
261760,1
261763,1
261766,1
261768,0
261770,0
261772,1
261775,1
261778,1
261780,1
261782,1
261784,1
261786,0
261788,1
261790,1
261792,1
261794,1
261796,0
261798,1
261801,1
261803,0
261804,1
261807,1
261810,0
261812,1
261815,1
261818,0
261819,1
261822,1
261825,1
261827,1
261830,1
261833,1
261835,1
261837,1
261839,1
261842,1
261845,1
261847,1
261850,1
261852,1
261854,1
261856,1
261858,1
261860,1
261863,0
261864,1
261867,1
261870,1
261873,1
261876,1
261878,1
261880,1
261882,1
261885,1
261887,1
261889,1
261891,1
261894,1
261896,1
261898,1
261900,0
261901,1
261903,1
261906,1
261908,1
261911,1
261913,1
261915,1
261917,1
261920,1
261922,1
261925,0
261926,1
261928,1
261931,0
261932,1
261934,1
261936,1
261938,1
261940,1
261942,1
261945,1
261948,1
261951,1
261953,1
261956,1
261958,1
261960,1
261963,1
261965,0
261967,1
261970,1
261972,1
261974,1
261976,0
261977,1
261979,1
261981,1
261984,1
261986,1
261988,1
261991,0
261992,1
261995,0
261996,1
261999,1
262001,1
262003,1
262005,1
262007,1
262010,1
262013,1
262016,1
262018,1
262020,1
262023,1
262025,1
262028,1
262030,1
262032,0
262034,1
262036,1
262038,1
262040,1
262043,1
262045,1
262047,1
262049,0
262050,1
262052,0
262054,1
262056,0
262057,1
262060,1
262063,1
262065,1
262068,1
262070,1
262072,1
262075,0
262076,1
262079,1
262082,1
262084,0
262086,1
262089,1
262092,0
262094,1
262097,0
262099,1
262102,0
262103,1
262105,1
262107,1
262109,1
262112,1
262115,1
262117,1
262119,1
262122,0
262124,1
262126,1
262128,1
262131,1
262134,0
262135,1
262137,1
262140,1
262142,0
262143,1
262145,1
262147,1
262150,1
262152,1
262155,1
262158,1
262161,0
262163,1
262165,1
262168,1
262170,1
262173,1
262175,0
262176,0
262177,1
262179,1
262182,1
262185,1
262188,0
262189,1
262191,1
262193,1
262196,1
262199,1
262201,1
262203,0
262204,1
262206,1
262208,1
262210,1
262213,1
262216,1
262219,1
262222,1
262224,1
262225,1
262227,1
262229,1
262231,0
262233,1
262235,1
262237,1
262240,1
262243,0
262244,0
262246,0
262248,1
262250,1
262252,1
262255,1
262257,1
262259,1
262262,1
262264,1
262267,1
262270,1
262273,1
262275,1
262278,1
262280,1
262283,1
262285,1
262287,1
262289,1
262291,1
262293,1
262296,1
262299,1
262301,1
262303,1
262306,1
262309,1
262312,1
262314,1
262316,1
262318,1
262321,1
262323,1
262326,1
262329,1
262331,0
262333,1
262335,0
262336,1
262339,0
262341,1
262344,0
262346,1
262349,1
262351,1
262353,1
262356,1
262359,1
262362,1
262365,1
262368,1
262371,1
262374,1
262376,1
262379,1
262381,1
262383,1
262385,1
262387,1
262390,1
262392,1
262394,1
262397,1
262399,1
262401,1
262403,1
262405,1
262407,0
262409,0
262410,1
262412,1
262414,1
262416,1
262419,0
262420,1
262422,0
262423,1
262425,1
262428,1
262431,1
262433,1
262436,1
262438,1
262441,0
262443,0
262444,1
262447,1
262450,1
262453,1
262456,1
262459,1
262462,1
262464,1
262467,1
262469,1
262472,0
262473,1
262476,1
262478,1
262480,1
262482,1
262485,0
262486,1
262488,1
262491,1
262494,1
262495,1
262498,1
262500,1
262501,1
262503,1
262506,1
262509,1
262512,1
262515,1
262517,1
262520,1
262523,1
262525,1
262527,1
262530,1
262532,1
262534,1
262537,1
262540,1
262543,1
262545,1
262548,1
262550,1
262552,0
262553,1
262556,1
262559,1
262562,1
262565,1
262567,0
262568,1
262571,1
262573,1
262576,1
262578,1
262580,1
262583,1
262585,0
262587,1
262590,0
262591,1
262594,1
262597,1
262600,1
262603,1
262606,1
262609,1
262611,1
262613,1
262616,1
262619,1
262622,1
262624,1
262626,1
262628,1
262630,1
262633,1
262636,1
262638,1
262641,1
262644,1
262646,1
262649,1
262652,0
262654,1
262656,0
262657,1
262660,1
262662,0
262663,1
262666,1
262669,1
262672,1
262674,0
262676,1
262679,1
262681,1
262683,0
262684,1
262686,1
262688,1
262691,1
262694,1
262696,1
262698,1
262701,0
262703,1
262706,1
262709,1
262712,1
262714,1
262717,1
262720,1
262722,1
262725,1
262727,0
262729,1
262732,1
262735,1
262737,1
262739,1
262741,1
262744,1
262746,1
262748,0
262749,1
262751,1
262754,1
262756,1
262759,1
262761,1
262763,0
262765,1
262767,0
262768,1
262770,1
262772,1
262775,1
262777,1
262779,0
262781,1
262784,1
262787,1
262789,1
262791,1
262794,1
262797,1
262800,1
262802,0
262804,1
262806,1
262808,1
262811,1
262814,1
262817,1
262819,1
262822,1
262825,0
262827,1
262829,0
262830,1
262832,1
262834,1
262836,1
262838,0
262840,1
262842,0
262843,0
262845,1
262848,1
262851,1
262854,1
262856,1
262859,0
262861,1
262864,1
262867,1
262870,1
262872,1
262875,1
262878,1
262881,1
262884,1
262887,1
262889,0
262891,1
262893,1
262894,1
262896,1
262899,1
262902,1
262905,1
262907,1
262910,1
262913,0
262914,1
262916,1
262919,1
262922,1
262925,1
262928,1
262931,1
262934,1
262937,1
262940,1
262942,0
262943,0
262945,1
262948,1
262951,1
262954,1
262957,1
262959,1
262962,1
262964,1
262967,0
262969,1
262971,1
262974,1
262976,1
262978,0
262979,1
262982,1
262984,1
262987,1
262989,1
262992,0
262994,1
262996,1
262999,1
263001,1
263003,1
263005,1
263007,1
263010,1
263013,1
263015,1
263017,1
263020,1
263022,1
263025,1
263028,1
263031,1
263034,1
263037,1
263039,1
263041,1
263043,1
263045,1
263048,1
263051,1
263054,1
263057,1
263059,1
263061,1
263063,1
263066,1
263068,1
263071,1
263074,1
263076,1
263078,0
263079,1
263081,1
263084,1
263086,1
263088,1
263090,1
263092,1
263094,1
263096,1
263099,0
263100,1
263103,1
263106,1
263108,1
263110,1
263112,1
263115,1
263118,1
263121,1
263123,1
263125,0
263126,1
263128,1
263130,1
263133,1
263135,1
263137,1
263139,1
263141,1
263144,1
263146,1
263149,0
263151,1
263153,1
263156,1
263158,0
263159,1
263162,1
263164,1
263166,1
263168,1
263170,1
263172,1
263175,1
263178,1
263180,1
263183,1
263186,1
263188,1
263190,1
263193,1
263196,1
263198,1
263201,1
263203,1
263206,1
263209,1
263212,1
263215,1
263218,0
263220,1
263223,1
263226,1
263228,1
263230,1
263233,1
263235,1
263237,1
263239,1
263241,0
263243,1
263245,1
263248,1
263251,1
263253,1
263255,1
263258,1
263261,1
263264,0
263266,1
263268,0
263270,1
263273,1
263276,1
263278,1
263280,1
263283,1
263286,1
263289,1
263292,1
263295,1
263297,1
263300,1
263303,1
263305,1
263307,1
263309,1
263311,1
263313,1
263316,1
263318,1
263320,1
263322,1
263325,0
263326,1
263329,0
263331,1
263334,1
263337,0
263339,1
263342,1
263345,1
263347,1
263350,1
263353,1
263355,1
263357,1
263359,1
263362,1
263364,1
263367,1
263370,1
263373,1
263374,1
263377,1
263379,1
263382,1
263385,1
263388,1
263390,1
263393,0
263394,1
263396,0
263397,0
263398,0
263400,1
263403,1
263405,1
263407,1
263409,0
263410,1
263412,1
263414,0
263416,1
263419,1
263422,1
263424,0
263425,1
263428,1
263430,1
263433,0
263434,1
263436,1
263438,1
263441,1
263443,1
263445,1
263447,1
263450,1
263453,1
263455,1
263458,1
263460,1
263463,1
263466,1
263468,1
263471,1
263474,1
263477,1
263479,1
263481,1
263484,1
263486,1
263489,1
263492,1
263494,1
263497,1
263500,1
263503,1
263506,0
263507,1
263510,1
263513,0
263514,1
263516,0
263519,1
263522,1
263525,1
263527,1
263529,1
263531,1
263534,1
263536,0
263537,1
263539,1
263542,1
263545,1
263548,1
263551,0
263553,1
263555,1
263557,1
263560,0
263562,0
263563,1
263566,1
263569,1
263571,0
263572,0
263573,0
263574,1
263576,1
263579,1
263581,1
263584,1
263587,1
263589,1
263592,1
263595,1
263598,1
263601,1
263603,0
263605,1
263608,1
263610,0
263613,1
263614,1
263616,1
263618,1
263620,1
263622,1
263624,0
263626,0
263628,1
263630,1
263632,0
263633,1
263635,1
263637,1
263640,1
263642,1
263645,1
263648,1
263651,1
263654,1
263656,1
263659,1
263661,1
263663,1
263665,1
263667,1
263670,1
263673,1
263676,1
263679,1
263682,1
263684,1
263687,1
263689,1
263691,1
263693,1
263695,1
263697,1
263700,0
263701,1
263703,0
263705,1
263708,1
263710,1
263712,1
263715,1
263717,0
263718,1
263721,1
263724,1
263726,1
263728,0
263730,1
263732,1
263734,1
263737,1
263739,1
263742,0
263744,1
263747,1
263749,1
263752,1
263755,1
263758,1
263761,1
263764,1
263767,1
263769,0
263770,1
263773,1
263775,0
263777,1
263779,1
263781,1
263783,1
263785,1
263787,1
263790,1
263792,1
263795,1
263797,1
263800,1
263802,1
263804,1
263807,1
263810,1
263813,1
263816,1
263819,1
263822,1
263825,1
263827,1
263830,1
263833,0
263835,1
263837,1
263840,0
263842,1
263845,1
263847,1
263850,1
263852,0
263853,1
263855,1
263858,1
263860,0
263862,1
263865,1
263867,1
263870,1
263872,0
263874,1
263876,1
263879,1
263882,1
263885,1
263888,1
263891,1
263894,1
263897,1
263900,1
263902,1
263904,1
263906,1
263908,1
263911,0
263913,1
263916,1
263919,0
263921,0
263922,1
263924,1
263926,1
263928,1
263931,0
263932,1
263934,0
263935,1
263938,1
263941,0
263942,1
263945,1
263948,1
263951,1
263953,1
263955,1
263957,1
263959,1
263962,1
263965,1
263968,1
263971,1
263974,1
263977,1
263979,1
263982,0
263983,1
263985,1
263987,1
263990,1
263992,0
263994,1
263997,1
264000,1
264002,1
264005,1
264008,1
264011,1
264013,1
264015,0
264017,1
264019,0
264021,1
264024,1
264026,1
264028,1
264031,1
264034,1
264037,1
264040,1
264043,1
264045,1
264048,0
264049,1
264051,1
264053,1
264055,1
264058,0
264059,1
264062,1
264064,1
264066,1
264068,1
264070,1
264072,1
264074,1
264076,1
264078,1
264080,0
264081,1
264083,1
264085,1
264087,1
264089,1
264091,1
264093,1
264095,1
264097,0
264098,0
264099,1
264102,1
264105,1
264107,0
264108,1
264111,1
264113,1
264116,1
264119,1
264121,1
264123,1
264125,1
264127,0
264129,1
264131,1
264133,1
264136,1
264139,1
264142,1
264145,1
264148,1
264151,1
264154,1
264156,1
264158,1
264161,1
264164,1
264166,1
264168,1
264171,1
264174,1
264177,1
264180,1
264182,1
264185,1
264187,1
264189,1
264191,1
264194,1
264197,1
264200,1
264202,1
264204,1
264206,1
264208,1
264211,1
264214,0
264216,1
264218,1
264220,1
264223,1
264226,1
264229,0
264230,1
264232,0
264233,1
264235,1
264237,1
264240,1
264243,1
264245,1
264248,1
264250,1
264253,1
264256,1
264258,1
264260,1
264262,1
264264,1
264267,1
264269,1
264271,0
264273,1
264275,1
264278,1
264280,0
264282,0
264284,1
264286,1
264289,1
264291,1
264293,1
264296,1
264298,1
264300,1
264303,1
264305,1
264308,1
264311,1
264313,1
264315,0
264317,1
264319,1
264321,1
264324,1
264327,1
264330,1
264333,1
264336,1
264338,1
264340,1
264342,1
264344,1
264347,1
264350,1
264353,1
264356,0
264357,1
264360,1
264363,0
264364,1
264367,1
264370,1
264373,1
264375,1
264378,1
264381,1
264384,1
264387,1
264390,1
264393,1
264395,1
264397,1
264399,1
264401,1
264404,1
264406,1
264409,1
264412,1
264414,1
264417,1
264420,1
264422,1
264425,1
264427,1
264429,1
264432,0
264434,1
264437,1
264439,1
264442,1
264445,1
264448,1
264450,1
264453,1
264455,1
264458,1
264460,1
264462,1
264465,1
264468,1
264470,0
264471,0
264473,1
264475,1
264477,1
264479,1
264481,1
264483,1
264485,1
264488,1
264490,1
264492,1
264495,1
264498,1
264500,1
264501,1
264504,1
264507,1
264509,1
264512,1
264514,1
264517,0
264518,1
264520,1
264523,1
264526,1
264528,0
264530,0
264532,1
264535,1
264538,1
264540,1
264542,1
264544,1
264547,1
264550,1
264553,1
264555,1
264557,0
264559,1
264562,1
264564,0
264566,1
264568,1
264571,0
264573,1
264576,0
264578,1
264580,1
264582,1
264585,1
264588,1
264590,1
264593,1
264595,1
264598,1
264600,0
264601,1
264603,1
264606,1
264609,1
264611,0
264612,1
264614,1
264616,1
264618,1
264620,0
264622,1
264625,1
264628,1
264631,1
264634,1
264637,1
264640,0
264641,1
264644,1
264646,1
264648,1
264651,1
264653,1
264655,1
264657,0
264659,1
264662,1
264665,1
264667,1
264669,1
264672,1
264675,1
264678,1
264681,1
264683,0
264685,1
264687,1
264690,1
264692,1
264694,1
264696,1
264698,1
264700,0
264701,1
264703,1
264706,1
264708,1
264710,1
264713,1
264715,1
264717,1
264720,1
264722,1
264725,0
264726,0
264727,1
264730,1
264733,0
264734,0
264735,1
264738,1
264741,1
264744,1
264746,0
264747,1
264749,1
264752,1
264755,1
264757,1
264759,1
264761,1
264764,1
264767,1
264770,1
264772,1
264774,1
264776,1
264779,0
264781,1
264783,1
264785,1
264787,1
264789,1
264791,1
264793,1
264796,1
264798,0
264800,1
264803,1
264806,0
264807,1
264810,0
264811,1
264813,1
264815,1
264818,1
264821,1
264823,1
264826,1
264828,1
264830,0
264831,1
264834,1
264836,1
264839,1
264840,1
264843,1
264846,1
264849,1
264852,1
264855,1
264858,1
264861,0
264862,1
264864,1
264866,1
264868,0
264870,1
264873,1
264875,1
264877,1
264879,1
264881,1
264884,0
264886,1
264888,1
264890,0
264892,1
264895,1
264897,1
264899,1
264902,1
264904,1
264907,1
264909,1
264912,1
264914,1
264917,1
264920,1
264922,1
264925,1
264927,1
264930,1
264933,1
264936,1
264939,1
264941,0
264942,1
264944,1
264946,1
264949,1
264952,0
264953,1
264955,1
264957,1
264960,1
264963,1
264966,1
264968,1
264970,1
264972,1
264974,1
264976,1
264978,1
264981,1
264983,1
264985,1
264988,1
264991,1
264994,1
264997,1
265000,1
265002,1
265004,1
265006,1
265008,0
265010,1
265013,1
265016,1
265019,1
265021,1
265023,1
265025,0
265027,1
265030,1
265032,1
265035,1
265037,1
265040,1
265042,1
265045,1
265048,1
265051,1
265054,0
265055,1
265058,1
265061,1
265063,1
265065,1
265067,1
265069,1
265071,1
265074,1
265076,0
265077,1
265080,1
265083,1
265086,1
265088,1
265090,1
265092,1
265094,1
265097,1
265100,1
265102,1
265104,1
265106,1
265109,1
265111,1
265114,1
265116,1
265119,1
265122,1
265125,1
265128,0
265129,1
265131,1
265133,1
265136,1
265139,1
265142,0
265144,1
265146,1
265148,1
265150,1
265152,1
265154,0
265157,1
265159,1
265161,0
265162,1
265164,1
265166,1
265168,1
265171,1
265174,1
265176,1
265179,1
265181,1
265184,1
265187,0
265188,1
265191,1
265194,0
265195,1
265197,1
265200,1
265203,1
265205,1
265208,1
265211,1
265213,1
265216,1
265218,0
265219,1
265221,1
265224,1
265226,0
265227,1
265230,1
265232,1
265234,1
265237,1
265239,1
265241,1
265244,1
265247,1
265250,1
265253,0
265255,1
265258,1
265261,1
265264,1
265267,1
265269,0
265270,1
265273,1
265275,1
265277,1
265280,1
265282,1
265285,1
265287,1
265290,1
265293,1
265296,0
265297,1
265299,1
265301,1
265303,1
265306,0
265308,1
265310,1
265312,1
265315,1
265317,1
265319,1
265322,1
265325,1
265328,1
265331,1
265334,0
265335,1
265337,1
265340,1
265342,1
265345,1
265348,1
265350,1
265352,1
265354,1
265357,1
265359,1
265362,0
265364,1
265366,1
265368,1
265371,1
265374,1
265377,1
265379,1
265382,1
265385,1
265388,1
265390,1
265393,1
265395,1
265398,1
265401,1
265404,1
265407,1
265410,1
265412,1
265415,1
265417,1
265420,1
265423,1
265425,1
265428,1
265430,1
265433,1
265435,1
265438,1
265441,1
265444,1
265446,0
265448,1
265450,1
265452,0
265453,1
265455,1
265457,1
265459,1
265461,1
265463,1
265465,1
265467,0
265469,0
265471,1
265474,1
265477,1
265480,1
265483,1
265486,1
265489,1
265492,1
265495,1
265497,1
265499,0
265500,1
265502,1
265504,1
265506,1
265508,1
265510,1
265512,1
265514,0
265516,1
265519,1
265522,1
265525,1
265528,1
265531,1
265533,1
265535,1
265538,1
265541,1
265544,0
265545,1
265548,1
265551,1
265554,1
265557,1
265559,1
265562,1
265565,0
265566,1
265568,1
265571,1
265574,1
265577,1
265580,1
265582,1
265585,1
265587,1
265590,1
265592,1
265594,1
265597,1
265599,1
265601,1
265604,1
265607,0
265608,1
265610,1
265613,0
265615,1
265617,1
265619,1
265621,1
265624,1
265626,1
265628,1
265630,1
265632,1
265634,1
265636,1
265639,1
265642,1
265644,1
265646,1
265648,1
265650,1
265652,0
265655,1
265657,1
265659,1
265661,1
265663,1
265665,1
265668,1
265671,1
265673,1
265675,1
265677,1
265679,0
265681,0
265683,0
265685,1
265688,1
265690,1
265693,1
265695,1
265698,0
265700,1
265702,1
265704,0
265705,1
265708,1
265710,1
265713,1
265715,1
265717,1
265720,1
265722,1
265724,1
265726,1
265728,1
265730,1
265733,1
265735,1
265738,1
265741,1
265743,1
265746,1
265748,0
265750,1
265752,1
265755,1
265757,1
265760,1
265763,1
265765,1
265768,0
265769,1
265771,1
265773,1
265776,1
265779,1
265781,1
265783,1
265786,1
265789,1
265792,1
265795,1
265797,1
265799,1
265802,1
265804,0
265805,1
265807,1
265810,1
265813,1
265816,1
265819,1
265821,0
265823,1
265825,1
265828,1
265830,1
265832,1
265834,1
265836,1
265838,1
265840,1
265842,1
265844,1
265846,1
265849,1
265851,1
265853,1
265856,1
265859,1
265862,1
265865,1
265867,1
265869,1
265872,1
265874,1
265876,0
265878,1
265880,1
265883,1
265886,1
265888,1
265890,1
265892,1
265894,1
265897,1
265899,1
265901,1
265904,1
265907,1
265910,0
265912,1
265914,1
265916,1
265919,1
265922,1
265925,1
265928,1
265930,1
265932,1
265934,1
265937,1
265940,1
265943,1
265945,1
265948,1
265951,1
265953,1
265956,1
265958,1
265961,1
265964,1
265967,1
265970,1
265972,1
265974,1
265976,0
265977,1
265980,1
265983,1
265986,1
265989,1
265992,1
265994,1
265996,1
265998,1
266000,1
266002,1
266005,1
266007,1
266010,1
266013,1
266016,1
266019,1
266022,1
266025,1
266027,1
266029,1
266031,1
266034,1
266037,1
266039,1
266041,1
266044,1
266047,1
266049,1
266051,1
266054,1
266056,1
266058,1
266060,0
266062,1
266064,1
266066,1
266068,1
266070,0
266072,0
266073,0
266075,1
266078,0
266079,0
266081,1
266084,0
266086,1
266088,1
266091,1
266093,1
266096,1
266098,1
266101,1
266103,0
266104,1
266107,1
266109,1
266111,1
266113,1
266115,1
266118,0
266119,1
266121,1
266124,1
266126,1
266129,1
266131,1
266133,1
266135,1
266137,1
266140,1
266143,1
266145,1
266148,1
266151,0
266152,1
266155,1
266157,1
266160,1
266162,1
266165,1
266168,1
266170,1
266173,1
266175,1
266177,1
266180,0
266181,1
266184,1
266186,1
266189,1
266192,0
266194,1
266197,1
266199,1
266201,1
266204,1
266207,1
266210,1
266212,1
266214,1
266217,0
266218,0
266219,1
266221,1
266223,1
266226,1
266228,1
266230,1
266232,1
266234,1
266237,1
266240,1
266243,0
266245,1
266248,1
266251,1
266253,1
266255,1
266258,1
266261,1
266263,1
266265,0
266266,1
266268,0
266269,0
266270,1
266273,1
266275,1
266278,1
266281,1
266284,1
266287,1
266289,1
266291,1
266294,0
266296,1
266299,1
266302,1
266305,1
266308,1
266311,1
266314,1
266316,1
266319,1
266322,1
266324,1
266327,0
266329,1
266331,1
266334,1
266337,1
266339,1
266341,1
266343,1
266346,1
266349,1
266352,1
266354,1
266357,1
266360,0
266362,1
266364,1
266366,1
266369,1
266372,0
266374,1
266376,1
266378,1
266381,1
266384,1
266386,1
266388,1
266390,1
266392,1
266394,1
266396,1
266399,1
266401,0
266403,1
266405,1
266407,1
266410,1
266412,0
266414,1
266416,1
266418,1
266420,1
266422,0
266423,1
266425,0
266426,1
266429,1
266431,1
266434,1
266436,1
266439,1
266442,1
266445,1
266448,1
266451,1
266454,1
266456,0
266458,1
266461,1
266463,1
266466,1
266469,0
266471,1
266473,1
266475,1
266477,1
266479,1
266482,1
266485,1
266488,1
266491,1
266493,1
266496,1
266498,1
266501,1
266503,1
266506,1
266509,0
266510,1
266512,1
266515,1
266518,1
266520,1
266522,1
266525,1
266527,1
266530,1
266532,1
266534,1
266536,1
266538,1
266540,1
266543,1
266546,1
266549,1
266551,1
266553,1
266556,1
266558,0
266560,1
266563,1
266565,1
266568,1
266570,1
266572,1
266575,1
266577,0
266579,1
266581,1
266584,1
266587,1
266590,1
266592,1
266595,1
266598,1
266600,1
266602,1
266605,1
266607,1
266609,1
266611,1
266613,1
266615,1
266617,1
266620,1
266622,1
266624,1
266627,1
266629,1
266632,1
266634,0
266636,0
266638,1
266641,1
266643,1
266645,0
266648,1
266651,1
266653,1
266656,1
266658,1
266661,1
266664,0
266665,0
266666,1
266669,1
266672,1
266675,1
266678,1
266680,1
266683,1
266685,1
266688,1
266691,1
266693,1
266695,1
266697,1
266700,1
266702,1
266704,1
266706,1
266708,1
266710,1
266712,1
266715,1
266717,1
266720,0
266722,1
