,completed
267774,1
267777,0
267778,0
267780,0
267782,0
267784,0
267785,1
267788,1
267791,0
267793,0
267795,0
267797,1
267800,1
267803,1
267806,1
267809,0
267811,0
267813,1
267816,1
267819,0
267821,0
267823,0
267824,0
267826,1
267829,1
267832,1
267835,1
267838,1
267841,0
267843,0
267845,1
267848,0
267850,1
267853,0
267854,0
267856,1
267859,1
267862,1
267865,0
267867,0
267869,0
267871,0
267873,0
267875,0
267877,0
267879,1
267882,1
267885,0
267887,0
267889,0
267891,0
267893,0
267894,0
267896,0
267898,0
267900,0
267902,0
267904,0
267906,0
267908,1
267911,1
267914,1
267917,1
267918,1
267921,1
267924,1
267926,0
267927,0
267929,0
267931,1
267934,1
267937,1
267940,1
267943,1
267946,1
267948,0
267949,1
267951,1
267954,0
267956,0
267958,0
267960,0
267962,0
267964,1
267967,0
267969,1
267972,0
267974,0
267976,1
267979,1
267982,0
267984,1
267987,0
267989,1
267992,0
267993,1
267995,0
267997,0
267999,1
268002,1
268005,0
268007,0
268009,1
268012,1
268015,0
268017,0
268019,1
268022,0
268024,1
268027,0
268029,0
268031,0
268033,0
268035,0
268037,0
268039,0
268041,0
268043,1
268046,1
268049,1
268052,1
268054,1
268057,1
268059,1
268062,0
268064,0
268066,0
268068,0
268070,1
268073,0
268075,0
268077,0
268079,0
268081,0
268083,1
268085,1
268088,1
268091,0
268093,1
268096,1
268099,0
268101,0
268103,0
268105,0
268107,0
268108,0
268110,0
268112,0
268114,1
268117,0
268119,1
268122,0
268124,0
268126,0
268127,1
268130,0
268132,1
268135,0
268137,0
268138,1
268140,0
268141,1
268143,0
268145,1
268147,1
268150,1
268153,1
268156,0
268158,1
268161,0
268162,0
268164,0
268166,0
268168,0
268170,0
268172,1
268175,0
268177,1
268180,0
268182,1
268185,0
268186,0
268188,1
268191,1
268194,1
268197,0
268199,0
268201,0
268203,0
268204,1
268207,1
268210,1
268213,1
268216,1
268218,0
268220,1
268222,1
268225,1
268228,0
268229,1
268232,1
268234,1
268237,1
268239,0
268241,0
268243,0
268245,1
268248,1
268251,0
268253,1
268256,0
268258,0
268260,1
268263,0
268265,0
268267,0
268269,1
268270,1
268273,1
268275,1
268278,0
268280,1
268283,0
268285,0
268287,1
268290,0
268292,1
268294,1
268297,1
268300,1
268303,1
268306,0
268308,0
268310,1
268312,1
268315,1
268318,0
268320,1
268322,0
268324,1
268327,0
268329,0
268331,0
268333,0
268335,1
268338,0
268340,0
268341,1
268344,0
268346,1
268349,1
268352,1
268355,0
268357,0
268358,0
268359,1
268361,1
268364,1
268367,0
268369,1
268371,0
268373,0
268375,0
268377,1
268379,1
268382,1
268385,1
268388,0
268390,1
268393,0
268395,0
268397,0
268399,1
268401,0
268402,0
268404,0
268406,1
268409,0
268411,0
268412,0
268414,0
268416,0
268418,0
268420,1
268423,0
268425,1
268428,1
268431,1
268434,0
268436,1
268439,1
268442,0
268444,0
268446,0
268448,1
268451,1
268454,1
268457,1
268460,1
268463,1
268466,0
268468,0
268470,1
268473,1
268476,1
268479,0
268481,1
268484,1
268487,1
268490,0
268492,0
268494,1
268497,1
268500,1
268503,0
268505,0
268507,0
268509,0
268511,0
268513,0
268514,1
268517,0
268519,1
268522,1
268525,1
268528,1
268531,0
268533,0
268534,1
268536,1
268538,1
268541,1
268544,1
268546,1
268549,0
268551,1
268554,0
268556,0
268558,1
268561,1
268564,0
268566,0
268568,0
268570,1
268573,0
268575,1
268578,0
268580,1
268583,1
268586,1
268589,1
268591,1
268594,1
268597,0
268599,1
268602,0
268604,0
268606,1
268609,0
268611,0
268613,0
268615,1
268618,0
268620,0
268622,0
268624,1
268627,0
268629,0
268631,1
268634,0
268636,0
268638,1
268641,0
268643,0
268644,0
268646,1
268649,0
268651,0
268653,0
268655,0
268657,1
268660,0
268662,0
268664,1
268666,0
268668,0
268670,1
268673,0
268675,0
268677,0
268679,1
268682,1
268685,1
268688,0
268689,0
268691,0
268693,1
268695,0
268697,0
268699,1
268702,0
268704,0
268706,0
268708,0
268710,0
268712,0
268714,1
268717,0
268719,0
268721,0
268723,1
268726,0
268727,1
268730,1
268733,0
268734,0
268736,0
268738,0
268740,1
268743,1
268746,0
268748,1
268751,0
268753,1
268756,0
268758,0
268760,1
268763,0
268765,1
268768,1
268771,0
268772,1
268775,1
268778,0
268780,1
268783,1
268786,1
268789,1
268791,1
268794,1
268797,1
268800,1
268802,0
268804,1
268807,1
268810,1
268813,1
268816,1
268819,1
268822,0
268824,0
268826,0
268828,1
268831,1
268834,0
268835,1
268838,1
268841,0
268843,0
268844,0
268845,1
268848,1
268851,1
268854,1
268857,0
268859,0
268861,1
268864,1
268867,1
268870,0
268872,1
268875,1
268878,1
268881,0
268883,0
268885,1
268888,1
268891,1
268894,1
268897,1
268900,1
268903,1
268906,1
268909,0
268911,0
268913,0
268915,0
268917,1
268920,1
268923,0
268925,0
268927,0
268929,0
268931,0
268933,1
268936,0
268938,0
268940,1
268943,1
268946,1
268949,0
268951,0
268953,1
268956,1
268959,1
268962,1
268965,1
268968,1
268971,0
268973,1
268976,0
268978,0
268980,0
268982,0
268984,0
268986,1
268989,0
268991,0
268993,0
268995,1
268998,0
269000,1
269003,0
269005,1
269008,0
269010,1
269013,0
269015,1
269018,0
269020,0
269022,1
269025,0
269027,1
269030,1
269033,1
269036,0
269038,0
269040,1
269043,1
269046,0
269048,1
269051,1
269054,0
269056,1
269059,0
269061,0
269063,0
269065,1
269068,0
269070,1
269073,1
269076,0
269078,1
269081,1
269084,1
269087,0
269089,0
269091,1
269094,1
269097,1
269100,0
269102,0
269104,0
269106,1
269109,1
269112,1
269115,0
269117,0
269119,0
269121,1
269124,1
269127,1
269130,0
269132,1
269135,1
269138,0
269140,0
269142,1
269145,1
269148,1
269151,0
269153,0
269155,1
269158,1
269161,1
269164,1
269167,1
269170,1
269173,1
269176,1
269179,1
269182,1
269185,1
269188,1
269191,0
269193,0
269195,0
269196,1
269199,1
269202,0
269204,0
269206,1
269209,1
269212,1
269215,1
269218,0
269220,1
269223,1
269226,1
269229,0
269231,0
269233,1
269236,1
269239,0
269240,0
269242,1
269245,0
269247,1
269250,1
269253,1
269256,1
269259,0
269261,1
269264,1
269267,1
269270,1
269273,1
269276,1
269279,1
269282,1
269285,1
269288,1
269291,1
269294,1
269297,0
269299,0
269301,1
269304,0
269306,0
269308,1
269311,1
269314,0
269316,1
269319,1
269322,1
269324,1
269327,1
269330,1
269333,0
269335,1
269338,0
269340,0
269342,0
269344,0
269346,1
269349,0
269351,1
269354,0
269356,0
269358,0
269360,0
269362,0
269364,0
269366,0
269368,1
269370,0
269372,0
269374,1
269377,0
269379,1
269382,1
269385,1
269388,0
269389,0
269391,0
269393,1
269396,0
269398,1
269401,0
269403,1
269406,1
269409,1
269412,1
269415,0
269417,0
269419,1
269422,0
269424,0
269426,1
269429,0
269431,1
269434,1
269437,1
269440,1
269443,0
269445,1
269448,1
269450,1
269453,1
269456,1
269459,1
269462,0
269464,0
269466,0
269468,0
269470,0
269472,1
269475,1
269478,0
269480,0
269482,1
269484,0
269486,0
269488,1
269491,0
269493,1
269496,0
269498,1
269501,1
269504,1
269507,1
269510,0
269512,1
269515,1
269518,1
269521,1
269523,0
269525,1
269528,0
269530,0
269532,1
269534,1
269537,0
269539,1
269542,0
269544,0
269546,0
269548,0
269549,1
269552,1
269555,1
269558,1
269561,1
269564,1
269567,0
269569,0
269571,1
269574,1
269577,0
269579,0
269581,0
269583,0
269584,1
269587,1
269590,1
269593,1
269596,0
269598,1
269601,1
269604,1
269607,0
269609,1
269612,1
269615,1
269618,0
269620,0
269622,0
269624,1
269627,1
269630,1
269633,1
269636,1
269639,0
269641,0
269643,1
269646,0
269648,0
269650,1
269653,0
269655,1
269658,1
269661,1
269664,0
269666,0
269668,0
269670,0
269672,0
269674,0
269676,1
269678,1
269681,0
269683,0
269685,1
269688,1
269691,0
269693,1
269696,0
269698,0
269700,0
269701,0
269703,0
269705,1
269708,0
269710,1
269713,0
269715,0
269717,1
269720,0
269722,0
269724,1
269727,1
269730,0
269732,0
269734,0
269736,1
269739,1
269742,1
269745,1
269748,0
269750,1
269753,1
269755,1
269758,0
269760,1
269763,0
269765,1
269768,1
269771,1
269774,1
269777,1
269780,0
269782,0
269784,0
269786,1
269789,0
269791,1
269794,0
269796,1
269799,1
269802,1
269805,1
269808,1
269811,1
269814,0
269816,0
269818,1
269820,0
269822,0
269824,1
269827,0
269829,1
269832,0
269834,0
269836,1
269839,1
269842,0
269844,1
269847,0
269849,0
269851,1
269853,1
269856,0
269858,1
269861,0
269863,1
269866,0
269868,1
269871,0
269873,0
269875,1
269878,1
269881,1
269884,1
269887,0
269889,1
269892,1
269895,0
269897,1
269900,0
269902,0
269904,0
269906,1
269909,1
269912,1
269915,0
269917,1
269920,1
269923,1
269926,1
269929,1
269932,1
269935,0
269937,1
269940,1
269943,1
269946,0
269948,0
269950,1
269953,0
269955,1
269958,1
269961,0
269963,0
269965,0
269967,0
269969,0
269971,0
269973,0
269975,1
269978,0
269980,0
269982,1
269985,0
269987,1
269990,1
269993,0
269994,1
269997,0
269999,0
270001,1
270004,0
270006,1
270009,0
270011,1
270014,1
270017,1
270020,0
270022,1
270025,1
270028,0
270030,1
270033,1
270036,1
270039,1
270042,0
270044,0
270046,1
270049,0
270051,0
270053,1
270056,1
270059,1
270062,1
270065,1
270068,1
270071,0
270073,0
270075,0
270077,0
270079,0
270081,1
270084,0
270086,1
270089,1
270092,0
270094,0
270096,0
270098,0
270100,0
270102,1
270105,1
270108,0
270110,0
270112,0
270114,0
270115,1
270118,0
270120,1
270123,1
270126,1
270129,0
270131,1
270134,0
270136,0
270138,0
270140,1
270143,1
270146,0
270147,0
270149,0
270151,1
270154,1
270157,0
270159,1
270162,0
270164,1
270167,0
270169,1
270172,1
270175,1
270178,0
270180,1
270181,1
270184,1
270187,1
270190,1
270193,1
270196,1
270199,1
270202,0
270204,0
270206,0
270208,1
270211,1
270214,1
270217,1
270220,1
270223,0
270225,0
270227,1
270230,1
270233,1
270236,1
270239,0
270241,0
270243,1
270246,1
270249,0
270250,1
270253,0
270255,1
270258,1
270261,1
270264,1
270267,1
270270,1
270273,1
270276,1
270279,1
270282,1
270285,1
270288,0
270290,1
270293,0
270295,1
270298,0
270300,1
270303,0
270305,0
270307,0
270309,1
270312,1
270315,1
270318,1
270321,1
270324,1
270327,1
270330,1
270333,0
270335,1
270338,0
270340,0
270342,0
270344,1
270347,0
270349,0
270351,0
270353,0
270355,0
270357,1
270360,1
270363,1
270366,0
270368,1
270371,1
270374,1
270377,1
270380,0
270382,1
270385,0
270387,1
270390,1
270393,1
270396,1
270399,0
270401,1
270404,1
270407,1
270410,0
270412,1
270415,1
270418,0
270420,0
270422,1
270425,0
270427,1
270430,1
270433,1
270436,1
270439,0
270441,0
270443,0
270445,0
270447,0
270449,1
270452,1
270455,0
270457,0
270459,0
270461,1
270464,0
270466,0
270468,1
270471,1
270474,1
270477,1
270480,1
270483,1
270486,1
270489,1
270492,0
270494,1
270497,1
270500,0
270502,1
270505,1
270508,1
270510,1
270513,0
270515,0
270516,1
270519,1
270522,0
270524,0
270526,1
270529,1
270532,0
270534,1
270537,1
270540,1
270543,1
270546,1
270549,1
270552,0
270554,1
270557,1
270560,1
270563,1
270566,1
270569,0
270571,0
270573,1
270576,1
270578,1
270581,0
270582,0
270584,1
270587,0
270589,0
270591,1
270594,1
270597,0
270599,0
270601,0
270603,1
270606,1
270609,1
270612,1
270615,1
270618,0
270620,1
270623,0
270625,0
270627,0
270629,0
270631,0
270633,1
270636,1
270639,1
270642,1
270645,1
270648,0
270650,0
270652,1
270655,0
270657,0
270659,0
270661,0
270662,0
270664,0
270666,1
270669,1
270672,1
270674,1
270677,0
270679,1
270682,0
270683,0
270685,0
270687,1
270690,0
270692,1
270695,1
270698,0
270700,1
270703,0
270705,1
270708,0
270710,1
270713,1
270716,1
270719,1
270722,0
270724,0
270726,1
270729,0
270731,1
270734,1
270737,1
270740,0
270742,1
270744,1
270747,0
270749,0
270751,1
270754,0
270756,0
270758,1
270761,0
270763,1
270766,0
270768,0
270770,0
270772,0
270774,1
270777,1
270780,1
270783,1
270786,1
270789,0
270791,1
270794,1
270797,0
270799,0
270801,0
270803,1
270806,0
270808,0
270809,0
270811,1
270814,1
270817,0
270818,1
270821,1
270824,1
270827,1
270830,0
270832,0
270834,1
270837,0
270839,0
270841,1
270844,1
270847,0
270849,1
270852,1
270855,1
270858,1
270860,0
270862,1
270865,1
270868,0
270870,0
270872,1
270875,1
270878,1
270881,0
270883,0
270885,1
270888,1
270891,1
270894,1
270897,0
270899,1
270902,1
270905,1
270908,1
270911,1
270914,1
270917,1
270920,1
270923,0
270925,0
270927,1
270930,1
270933,1
270936,1
270939,1
270942,1
270945,1
270948,0
270950,1
270953,1
270956,0
270958,0
270959,0
270961,1
270964,1
270967,0
270969,0
270971,0
270973,1
270976,1
270979,0
270981,0
270983,1
270986,0
270988,1
270991,1
270994,0
270996,1
270999,1
271002,0
271004,0
271006,1
271009,1
271012,0
271014,1
271017,1
271020,1
271023,0
271025,0
271027,0
271029,1
271032,1
271035,0
271037,0
271039,1
271042,1
271044,1
271047,0
271049,0
271051,0
271053,0
271055,1
271057,1
271060,0
271062,1
271065,1
271068,1
271071,1
271074,0
271076,0
271078,1
271081,0
271083,1
271085,1
271088,1
271091,1
271094,0
271095,0
271097,1
271100,1
271103,0
271105,0
271106,0
271108,1
271111,0
271113,0
271114,1
271117,0
271119,0
271121,0
271123,1
271126,1
271129,0
271131,0
271133,1
271136,1
271139,0
271141,0
271143,1
271146,1
271149,0
271151,0
271153,0
271155,1
271158,1
271161,1
271164,1
271167,1
271170,0
271172,0
271174,0
271176,1
271179,0
271181,0
271183,1
271186,1
271189,0
271191,0
271193,1
271196,0
271198,1
271201,0
271203,0
271205,1
271208,0
271209,0
271211,1
271214,1
271217,1
271220,0
271222,1
271225,1
271228,1
271231,1
271234,0
271236,1
271239,1
271242,1
271245,1
271248,1
271251,0
271253,0
271255,0
271257,0
271259,0
271260,1
271263,1
271266,0
271268,1
271271,0
271273,0
271275,0
271276,0
271278,0
271280,0
271282,1
271285,0
271287,1
271290,0
271292,0
271294,0
271296,1
271299,1
271302,1
271305,0
271307,1
271310,1
271313,1
271316,0
271318,1
271321,0
271323,0
271325,1
271328,1
271331,0
271333,1
271336,1
271339,1
271342,1
271345,0
271347,0
271349,1
271352,1
271355,0
271357,0
271359,1
271362,1
271365,0
271367,0
271369,0
271371,1
271374,0
271375,0
271376,1
271379,0
271381,0
271383,1
271386,0
271388,0
271390,1
271393,0
271395,1
271398,1
271401,1
271404,1
271407,0
271409,0
271411,1
271414,1
271417,1
271420,1
271423,0
271425,0
271427,1
271430,1
271433,0
271435,1
271438,0
271440,1
271443,0
271445,0
271447,1
271450,0
271452,0
271454,1
271457,1
271460,0
271462,1
271465,0
271467,1
271470,0
271472,1
271475,1
271478,0
271480,1
271483,0
271485,1
271488,1
271491,1
271493,1
271496,1
271499,0
271501,1
271504,1
271507,0
271509,1
271512,1
271515,1
271518,1
271521,1
271524,1
271527,1
271530,0
271532,0
271534,0
271536,0
271538,0
271540,1
271543,1
271546,1
271549,1
271551,1
271554,1
271557,1
271560,1
271563,1
271566,0
271568,0
271570,0
271572,1
271575,0
271577,0
271579,0
271581,0
271583,1
271586,1
271589,0
271591,0
271593,0
271595,1
271598,0
271600,0
271602,0
271604,0
271606,0
271608,1
271611,0
271612,1
271615,0
271617,0
271619,1
271622,0
271624,1
271627,1
271630,0
271632,1
271635,0
271637,1
271640,0
271642,0
271644,0
271646,0
271648,1
271651,0
271653,1
271655,1
271658,1
271661,1
271664,0
271666,1
271669,0
271671,0
271673,1
271676,1
271679,1
271682,1
271685,0
271687,1
271690,1
271693,1
271696,0
271698,1
271701,0
271702,0
271704,0
271706,1
271709,1
271712,0
271713,0
271715,0
271717,0
271719,0
271721,0
271723,1
271726,1
271729,1
271732,1
271735,1
271738,1
271741,0
271743,0
271745,0
271747,1
271750,0
271751,1
271754,1
271757,1
271760,0
271762,0
271764,0
271766,1
271769,0
271771,0
271773,1
271776,1
271779,1
271782,1
271785,0
271787,0
271789,0
271791,0
271793,1
271796,0
271798,0
271800,0
271802,0
271804,0
271806,0
271808,1
271811,1
271814,0
271816,1
271819,0
271821,1
271824,0
271826,1
271829,0
271831,1
271834,0
271836,1
271839,0
271841,0
271843,1
271846,1
271849,1
271852,1
271855,1
271858,1
271861,0
271863,1
271866,0
271868,1
271871,1
271874,1
271876,0
271878,1
271881,0
271883,1
271886,0
271888,0
271890,1
271893,0
271895,1
271898,0
271899,1
271902,0
271904,1
271907,1
271910,0
271912,1
271915,0
271917,0
271919,1
271922,0
271924,0
271926,1
271929,1
271932,1
271935,1
271938,1
271941,1
271944,1
271947,1
271950,1
271952,0
271954,0
271956,1
271959,0
271961,1
271964,0
271966,0
271968,1
271970,0
271972,0
271974,0
271976,0
271978,0
271980,0
271982,1
271985,0
271986,1
271989,1
271992,1
271995,1
271998,1
272001,1
272004,1
272007,0
272009,1
272012,0
272014,1
272017,1
272020,1
272023,1
272026,0
272028,1
272031,0
272032,0
272034,1
272037,1
272040,0
272042,0
272044,0
272046,1
272049,1
272052,1
272055,1
272058,1
272061,1
272064,1
272067,0
272069,0
272070,0
272072,0
272074,1
272077,1
272080,1
272083,1
272086,1
272089,0
272091,1
272094,1
272097,1
272100,0
272102,1
272105,1
272108,1
272111,1
272114,0
272116,0
272118,0
272120,1
272123,1
272126,1
272129,1
272132,0
272134,0
272136,0
272138,0
272140,1
272143,1
272146,0
272148,0
272150,1
272153,0
272155,1
272158,1
272161,1
272164,0
272166,1
272169,1
272172,0
272174,1
272177,1
272180,1
272183,0
272185,0
272187,0
272189,1
272192,0
272194,1
272197,1
272200,0
272202,1
272205,1
272208,0
272210,0
272212,0
272214,0
272216,0
272218,1
272221,1
272224,1
272227,0
272229,1
272232,1
272235,1
272238,1
272241,1
272244,1
272247,1
272250,1
272253,1
272256,1
272259,0
272261,0
272263,0
272265,1
272268,1
272271,1
272274,0
272276,1
272279,1
272282,0
272283,0
272285,0
272287,0
272289,0
272291,0
272293,0
272295,1
272298,1
272301,0
272303,1
272306,0
272308,1
272311,0
272313,0
272315,0
272316,1
272319,1
272322,1
272325,0
272327,1
272330,1
272332,0
272334,1
272337,0
272339,0
272341,0
272343,0
272345,1
272348,0
272350,1
272353,1
272356,1
272359,1
272362,1
272365,1
272368,0
272370,0
272372,1
272375,0
272376,0
272377,0
272379,1
272382,0
272384,1
272387,1
272390,1
272393,1
272396,0
272398,1
272401,1
272404,0
272406,1
272409,0
272411,1
272414,1
272417,0
272419,0
272421,0
272423,0
272425,1
272428,1
272431,1
272434,0
272436,0
272438,0
272440,0
272442,0
272444,0
272446,1
272449,1
272452,1
272455,0
272457,1
272460,0
272462,1
272465,0
272467,1
272470,1
272473,1
272476,0
272478,0
272480,0
272482,1
272485,0
272487,0
272489,0
272491,0
272492,0
272494,1
272497,0
272499,1
272502,1
272505,1
272508,1
272511,1
272514,1
272517,0
272519,0
272521,0
272523,1
272526,0
272528,1
272531,1
272534,1
272537,1
272540,1
272543,1
272546,1
272549,1
272552,1
272555,1
272558,0
272560,1
272563,1
272566,1
272569,0
272571,0
272573,0
272575,0
272577,1
272580,1
272583,1
272586,0
272588,1
272591,1
272594,1
272597,1
272600,1
272603,1
272606,0
272608,1
272611,0
272613,0
272615,1
272618,0
272620,1
272623,1
272626,1
272629,1
272632,0
272634,1
272636,0
272638,1
272641,1
272644,1
272647,1
272650,0
272652,1
272655,0
272657,1
272660,0
272662,0
272664,0
272666,0
272668,0
272669,0
272671,0
272672,1
272675,1
272678,1
272681,1
272684,0
272686,1
272689,0
272691,0
272693,0
272695,1
272698,0
272700,1
272703,0
272705,1
272708,0
272710,0
272712,0
272714,1
272717,1
272720,1
272723,0
272725,1
272728,0
272730,1
272733,0
272735,0
272737,1
272740,0
272742,0
272744,1
272747,1
272750,0
272752,0
272754,0
272756,0
272757,0
272759,0
272761,0
272763,1
272766,1
272769,0
272771,0
272773,1
272776,1
272779,0
272781,1
272784,0
272786,1
272789,0
272791,0
272793,1
272796,0
272798,1
272801,0
272803,1
272806,0
272808,0
272810,1
272813,1
272816,1
272819,0
272821,1
272824,0
272826,0
272828,0
272830,1
272833,0
272835,1
272838,0
272840,0
272841,0
272843,0
272845,1
272848,0
272850,1
272853,1
272856,1
272859,1
272862,0
272864,0
272866,1
272869,0
272871,1
272874,1
272877,0
272879,0
272881,1
272884,1
272887,1
272890,1
272893,1
272896,0
272898,0
272900,0
272902,0
272904,0
272906,0
272908,1
272911,1
272914,1
272917,0
272918,1
272921,1
272924,1
272927,1
272930,1
272933,0
272935,1
272938,1
272941,0
272943,0
272945,0
272947,0
272949,1
272952,1
272955,1
272958,1
272961,1
272964,0
272966,0
272968,1
272971,1
272974,1
272977,1
272980,0
272982,0
272983,1
272986,0
272988,0
272990,0
272992,0
272994,1
272997,0
272999,0
273001,1
273004,0
273006,1
273009,1
273012,1
273015,1
273018,1
273021,1
273024,1
273027,1
273030,0
273032,0
273034,1
273037,0
273039,0
273041,0
273043,1
273046,1
273049,0
273051,1
273054,1
273057,1
273060,1
273063,1
273065,1
273068,1
273071,0
273073,0
273075,0
273077,1
273080,1
273083,1
273086,1
273089,0
273091,0
273093,1
273096,0
273098,1
273101,1
273104,1
273107,0
273109,0
273111,0
273113,1
273116,1
273119,1
273122,1
273125,0
273127,1
273130,0
273132,1
273135,0
273137,0
273139,1
273142,0
273144,0
273146,0
273148,1
273151,1
273154,0
273156,0
273158,1
273161,0
273162,1
273165,0
273167,1
273170,0
273171,0
273173,1
273176,1
273179,0
273181,0
273183,0
273185,0
273187,1
273190,0
273192,1
273195,1
273198,1
273201,1
273204,0
273205,1
273208,1
273211,1
273214,1
273217,1
273220,1
273223,1
273226,0
273228,0
273230,0
273232,0
273234,1
273237,1
273240,0
273242,1
273245,0
273247,1
273249,1
273252,1
273255,0
273257,0
273259,1
273262,0
273264,1
273267,1
273270,0
273272,1
273275,1
273277,1
273280,1
273283,1
273286,1
273289,1
273292,0
273294,0
273296,1
273299,1
273302,1
273305,1
273308,0
273310,0
273312,1
273315,1
273318,0
273320,0
273322,0
273324,1
273327,1
273330,0
273332,1
273335,1
273338,1
273341,1
273344,1
273347,1
273350,1
273353,1
273356,0
273358,1
273361,0
273363,0
273365,0
273367,1
273370,1
273373,1
273376,1
273379,0
273381,1
273384,1
273387,1
273390,0
273392,1
273395,0
273397,0
273399,0
273401,0
273403,1
273406,1
273409,1
273412,1
273415,1
273418,1
273421,1
273424,1
273427,1
273430,0
273432,0
273434,0
273436,0
273438,1
273441,1
273444,0
273446,1
273449,0
273451,1
273454,1
273457,1
273460,1
273463,0
273465,0
273467,1
273470,0
273472,0
273474,0
273476,1
273479,0
273481,1
273484,0
273486,0
273488,1
273491,0
273493,0
273495,1
273498,0
273500,0
273502,1
273505,1
273508,1
273511,1
273514,0
273516,0
273517,1
273520,1
273523,0
273525,0
273527,1
273530,1
273533,1
273536,0
273538,1
273541,1
273544,0
273546,0
273548,1
273551,1
273554,1
273557,0
273559,1
273562,0
273564,1
273567,1
273570,1
273573,0
273575,1
273578,0
273580,1
273582,1
273585,1
273588,1
273591,1
273594,0
273596,0
273598,0
273600,0
273602,0
273604,0
273605,1
273608,1
273611,1
273614,0
273616,1
273619,0
273621,1
273624,0
273626,1
273629,0
273631,1
273634,1
273637,1
273640,0
273642,0
273644,1
273647,1
273650,1
273653,1
273656,0
273658,1
273661,1
273663,1
273666,0
273668,0
273670,0
273672,0
273674,0
273676,0
273678,1
273681,0
273683,1
273686,1
273689,1
273692,0
273694,1
273697,0
273699,1
273702,0
273704,0
273706,0
273708,1
273711,0
273713,1
273716,0
273718,1
273721,1
273724,1
273727,0
273729,0
273731,0
273733,1
273736,1
273739,0
273741,1
273744,1
273747,0
273749,1
273752,0
273754,1
273757,1
273760,1
273763,1
273766,1
273769,1
273772,1
273775,1
273777,0
273779,1
273782,1
273785,1
273788,0
273790,0
273792,1
273795,0
273797,1
273800,0
273802,1
273805,1
273808,0
273810,0
273812,0
273814,0
273816,0
273818,1
273821,1
273824,1
273827,1
273830,0
273832,1
273835,1
273838,1
273841,1
273844,1
273847,1
273850,0
273852,0
273854,1
273857,1
273860,0
273862,0
273863,1
273866,1
273869,1
273872,0
273874,1
273877,1
273880,1
273883,0
273885,0
273887,0
273889,0
273891,1
273894,0
273896,0
273898,0
273900,1
273903,0
273905,1
273908,0
273910,0
273912,0
273914,0
273916,1
273919,1
273922,1
273925,0
273927,1
273930,0
273932,1
273935,1
273938,1
273941,1
273944,1
273947,1
273950,1
273953,1
273955,1
273958,1
273960,1
273963,0
273965,1
273968,1
273971,1
273974,1
273977,1
273980,1
273983,1
273986,1
273989,0
273991,1
273994,1
273997,1
274000,1
274003,1
274006,1
274009,0
274011,0
274013,0
274015,0
274017,1
274020,1
274023,0
274025,0
274027,0
274029,0
274031,1
274034,0
274036,1
274039,1
274042,1
274045,0
274047,0
274049,0
274051,0
274053,1
274056,1
274059,1
274062,1
274065,0
274067,0
274069,0
274071,0
274073,1
274075,0
274077,1
274080,1
274083,1
274086,1
274089,0
274091,1
274094,1
274097,1
274100,1
274103,1
274106,1
274109,1
274112,1
274115,0
274117,0
274119,1
274122,0
274124,1
274127,0
274129,1
274132,0
274134,1
274137,1
274140,1
274143,0
274145,1
274147,1
274150,1
274153,0
274155,1
274158,0
274160,1
274163,1
274166,0
274168,0
274170,1
274173,0
274175,1
274178,0
274180,1
274183,1
274186,1
274189,1
274192,1
274195,0
274197,0
274198,0
274200,0
274202,0
274204,1
274207,0
274209,0
274211,0
274213,1
274216,0
274218,0
274220,0
274222,0
274224,1
274227,0
274228,1
274231,0
274233,1
274236,0
274238,0
274240,0
274242,0
274244,1
274247,1
274250,1
274253,1
274256,1
274259,1
274262,0
274264,0
274266,0
274267,0
274269,1
274272,1
274275,0
274276,1
274278,1
274281,1
274284,1
274287,1
274290,0
274292,1
274295,1
274298,0
274300,0
274302,0
274304,0
274306,0
274308,0
274309,1
274312,1
274315,1
274318,0
274320,0
274322,0
274324,1
274327,1
274330,1
274333,0
274335,1
274338,0
274340,0
274342,0
274344,0
274346,1
274349,1
274351,0
274353,1
274356,1
274359,1
274362,1
274365,1
274368,1
274371,1
274374,0
274376,0
274378,0
274380,1
274383,1
274386,1
274389,1
274392,0
274394,0
274396,0
274398,1
274401,1
274404,1
274407,1
274410,1
274413,0
274415,0
274417,1
274420,1
274423,1
274426,1
274429,0
274431,1
274434,0
274436,0
274438,1
274441,0
274443,1
274446,0
274447,1
274450,0
274452,0
274454,0
274456,0
274458,1
274461,0
274463,1
274466,1
274469,0
274471,1
274474,1
274477,1
274480,0
274482,1
274485,1
274488,1
274491,1
274494,0
274496,1
274499,0
274501,0
274503,1
274506,1
274508,1
274511,1
274514,1
274517,1
274520,1
274523,0
274525,1
274528,1
274531,0
274533,1
274536,1
274538,0
274540,1
274543,1
274546,0
274548,1
274551,1
274554,1
274557,1
274560,1
274563,0
274565,0
274567,1
274570,1
274573,1
274576,0
274578,1
274581,0
274583,0
274584,0
274586,1
274589,1
274592,0
274594,1
274597,0
274599,0
274601,1
274604,0
274606,1
274609,1
274612,0
274614,1
274617,0
274619,1
274622,1
274624,1
274627,1
274630,0
274632,1
274635,1
274638,1
274641,0
274643,1
274646,1
274649,1
274652,0
274654,0
274656,1
274659,0
274661,0
274663,0
274664,0
274665,1
274668,1
274671,0
274673,1
274676,1
274679,0
274681,1
274684,1
274687,1
274689,1
274692,0
274693,0
274695,1
274698,0
274700,0
274702,1
274705,1
274708,1
274711,1
274714,1
274717,1
274720,1
274723,1
274726,1
274729,0
